Column1,postcode,address,lon,lat
391,3173,"Keysborough VIC 3173, Australia",145.1706992,-38.0042683
392,3643,"3643 Australia Dr, Lexington Park, MD 20653, USA",-76.4685013,38.2584895
393,2121,"Epping NSW 2121, Australia",151.0791612,-33.7716764
394,2452,"Sawtell NSW 2452, Australia",153.0912986,-30.3581041
395,3272,"Mortlake VIC 3272, Australia",142.8312661,-38.002399
396,5353,"Cambrai SA 5353, Australia",139.3247147,-34.5869221
397,5159,"Aberfoyle Park SA 5159, Australia",138.5887875,-35.0684302
398,6109,"Orange Grove WA 6109, Australia",116.0118335,-32.0440832
399,3072,"Preston VIC 3072, Australia",145.0107588,-37.7399362
400,5051,"Blackwood SA 5051, Australia",138.623853,-35.0326583
401,7320,"Upper Burnie TAS 7320, Australia",145.8962992,-41.0701328
402,2300,"Bar Beach NSW 2300, Australia",151.7795013,-32.9272155
403,3149,"Mount Waverley VIC 3149, Australia",145.1265477,-37.8772869
404,2316,"Bobs Farm NSW 2316, Australia",152.0399534,-32.7647951
405,4655,"Nikenbah QLD 4655, Australia",152.8235456,-25.2965245
406,3946,"Bena VIC 3946, Australia",145.7245012,-38.4506894
407,2668,"Barmedman NSW 2668, Australia",147.4174803,-34.0966466
408,4217,"Benowa QLD 4217, Australia",153.4095259,-28.004695
409,4885,"Jaggan QLD 4885, Australia",145.5936206,-17.3535838
410,2444,"Blackmans Point NSW 2444, Australia",152.8499952,-31.392698
411,2530,"Penrose NSW 2530, Australia",150.7446771,-34.5227686
412,2790,"Sheedys Gully NSW 2790, Australia",150.1647697,-33.495962
413,5041,"Cumberland Park SA 5041, Australia",138.5937955,-34.9836086
414,4873,"Dagmar QLD 4873, Australia",145.2701235,-16.2446478
415,3597,"Narrung VIC 3597, Australia",143.1749726,-34.9071543
416,5107,"Green Fields SA 5107, Australia",138.613832,-34.7811623
417,7325,"Calder TAS 7325, Australia",145.6211457,-41.0680807
418,7315,"Leith TAS 7315, Australia",146.1037444,-41.3068098
419,3136,"Croydon South VIC 3136, Australia",145.2811778,-37.7983502
420,5097,"St Agnes SA 5097, Australia",138.7040858,-34.8183744
421,2630,"New South Wales 2630, Australia",149.1960526,-36.3150116
422,2304,"Sandgate NSW 2304, Australia",151.7356433,-32.877603
423,5253,"Ettrick SA 5253, Australia",139.4872858,-35.0218395
424,4606,"Mp Creek QLD 4606, Australia",151.8175207,-26.277494
425,3646,"Mount Major VIC 3646, Australia",145.7133909,-36.2251044
426,3194,"Moorabbin Airport VIC 3194, Australia",145.0741474,-37.9786189
427,2112,"Putney NSW 2112, Australia",151.1111936,-33.807991
428,2211,"Padstow Heights NSW 2211, Australia",151.0296696,-33.9608964
429,5085,"Northgate SA 5085, Australia",138.613832,-34.854518
430,3037,"Taylors Hill VIC 3037, Australia",144.7521888,-37.6940036
431,2142,"Clyde NSW 2142, Australia",151.006385,-33.8323277
432,4060,"Ashgrove QLD 4060, Australia",152.9823835,-27.4412376
433,3714,"Acheron VIC 3714, Australia",145.6245586,-37.1872994
434,3056,"Brunswick VIC 3056, Australia",144.9584302,-37.7666099
435,3465,"Timor VIC 3465, Australia",143.6935405,-37.0550295
436,6230,"Bunbury WA 6230, Australia",115.6273131,-33.3870825
437,6164,"Beeliar WA 6164, Australia",115.8640062,-32.1346584
438,3047,"Broadmeadows VIC 3047, Australia",144.9336544,-37.6763574
439,4385,"Queensland 4385, Australia",151.0707902,-28.8427232
440,2125,"West Pennant Hills NSW 2125, Australia",151.0296696,-33.7462388
441,3139,"Don Valley VIC 3139, Australia",145.5579927,-37.8251456
442,2333,"Gungal NSW 2333, Australia",150.7214362,-32.2415573
443,2126,"Cherrybrook NSW 2126, Australia",151.0413133,-33.7287467
444,2197,"Bass Hill NSW 2197, Australia",150.9976541,-33.8990652
445,4157,"Sheldon QLD 4157, Australia",153.1979543,-27.5819961
446,3144,"Kooyong VIC 3144, Australia",145.0355574,-37.8535148
447,4164,"Thornlands QLD 4164, Australia",153.2621415,-27.5671583
448,3011,"Seddon VIC 3011, Australia",144.9006313,-37.7960195
449,4005,"New Farm QLD 4005, Australia",153.0471371,-27.4655769
450,3089,"Diamond Creek VIC 3089, Australia",145.1541397,-37.6666174
451,3051,"North Melbourne VIC 3051, Australia",144.9419122,-37.7983816
452,6008,"Subiaco WA 6008, Australia",115.8137261,-31.9575626
453,6053,"Bayswater WA 6053, Australia",115.9172336,-31.9164799
454,3765,"Montrose VIC 3765, Australia",145.353065,-37.8083883
455,3079,"Ivanhoe VIC 3079, Australia",145.0438252,-37.7698427
456,3155,"Boronia VIC 3155, Australia",145.2867055,-37.8610682
457,2538,"Woodburn NSW 2538, Australia",150.2805623,-35.4461873
458,2200,"Bankstown NSW 2200, Australia",151.0296696,-33.9200458
459,3195,"Waterways VIC 3195, Australia",145.1044805,-38.0005492
460,3807,"Beaconsfield VIC 3807, Australia",145.3862638,-38.0347309
461,2291,"The Junction NSW 2291, Australia",151.744414,-32.9497012
462,6050,"Mount Lawley WA 6050, Australia",115.8699209,-31.9267875
463,3127,"Mont Albert VIC 3127, Australia",145.0989646,-37.8259003
464,2203,"Dulwich Hill NSW 2203, Australia",151.1374068,-33.9041707
465,2250,"Central Mangrove NSW 2250, Australia",151.1869325,-33.3502247
466,3984,"Corinella VIC 3984, Australia",145.5579927,-38.3114378
467,2787,"New South Wales 2787, Australia",149.9334764,-33.9632764
468,4101,"Highgate Hill QLD 4101, Australia",153.0118145,-27.4799195
469,2782,"Wentworth Falls NSW 2782, Australia",150.3790612,-33.7206345
470,4155,"Chandler QLD 4155, Australia",153.1559725,-27.5139687
471,5355,"Stockwell SA 5355, Australia",139.0211225,-34.4459575
472,2528,"Windang NSW 2528, Australia",150.8551207,-34.5566631
473,6215,"Wagerup WA 6215, Australia",115.8994923,-32.8757647
474,6166,"Henderson WA 6166, Australia",115.7871034,-32.146131
475,3304,"Winnap VIC 3304, Australia",141.3889736,-37.9678788
476,4152,"Carindale QLD 4152, Australia",153.1030766,-27.5070527
477,7330,"Tasmania 7330, Australia",144.9885732,-40.8894957
478,3517,"Bears Lagoon VIC 3517, Australia",143.8671868,-36.515547
479,5250,"Totness SA 5250, Australia",138.8648975,-35.0404491
480,2217,"Kogarah Bay NSW 2217, Australia",151.1374068,-33.9757081
481,3953,"Leongatha VIC 3953, Australia",146.002705,-38.4586497
482,3015,"Spotswood VIC 3015, Australia",144.8786231,-37.8352097
483,2766,"Eastern Creek NSW 2766, Australia",150.8493059,-33.8072744
484,3777,"Toolangi VIC 3777, Australia",145.5136433,-37.5848772
485,3719,"Yarck VIC 3719, Australia",145.6023644,-37.0473079
486,3233,"Cape Otway VIC 3233, Australia",143.6285244,-38.7494709
487,5153,"Green Hills Range SA 5153, Australia",138.7794089,-35.08318
488,5022,"Grange SA 5022, Australia",138.496221,-34.9042495
489,2106,"Newport NSW 2106, Australia",151.3122727,-33.6566564
490,4370,"Mount Tabor QLD 4370, Australia",152.0281585,-28.215734
491,5267,"South Australia 5267, Australia",140.4308159,-36.0969888
492,4128,"Tanah Merah QLD 4128, Australia",153.1737578,-27.6519632
493,4280,"Jimboomba QLD 4280, Australia",153.0383059,-27.835059
494,2196,"Punchbowl NSW 2196, Australia",151.0558691,-33.9293131
495,7054,"Leslie Vale TAS 7054, Australia",147.2181098,-42.8994454
496,3205,"South Melbourne VIC 3205, Australia",144.963937,-37.8338889
497,3028,"Altona Meadows VIC 3028, Australia",144.7796581,-37.8760399
498,5261,"Coomandook SA 5261, Australia",139.7319925,-35.5620717
499,5014,"Hendon SA 5014, Australia",138.5137217,-34.8680352
500,4285,"Chinghee Creek QLD 4285, Australia",152.9676695,-28.0150124
501,4860,"East Innisfail QLD 4860, Australia",146.0278258,-17.5226829
502,4680,"Benaraby QLD 4680, Australia",151.2463137,-23.8783576
503,2548,"Bournda NSW 2548, Australia",149.8757147,-36.8301133
504,3204,"McKinnon VIC 3204, Australia",145.0438252,-37.9193526
505,4122,"Mount Gravatt East QLD 4122, Australia",153.0912986,-27.5480097
506,3093,"Lower Plenty VIC 3093, Australia",145.112755,-37.7393287
507,3228,"Bells Beach VIC 3228, Australia",144.2374759,-38.3419249
508,5256,"Nurragi SA 5256, Australia",139.0211225,-35.4388004
509,3085,"Macleod VIC 3085, Australia",145.0769045,-37.7248812
510,2117,"Dundas Valley NSW 2117, Australia",151.0296696,-33.7973906
511,3048,"Coolaroo VIC 3048, Australia",144.9226452,-37.6539007
512,2153,"Bella Vista NSW 2153, Australia",150.9889238,-33.7613862
513,7018,"Montagu Bay TAS 7018, Australia",147.3974376,-42.8727195
514,5211,"Waitpinga SA 5211, Australia",138.5187229,-35.5042622
515,2768,"Glenwood NSW 2768, Australia",150.9278252,-33.7278158
516,2550,"New South Wales 2550, Australia",149.7487272,-36.6279305
517,3083,"Bundoora VIC 3083, Australia",145.0548502,-37.6987006
518,4209,"Willow Vale QLD 4209, Australia",153.2992885,-27.852293
519,3068,"Fitzroy North VIC 3068, Australia",144.9887218,-37.7885749
520,6239,"Beelerup WA 6239, Australia",115.8758354,-33.6142021
521,3094,"Montmorency VIC 3094, Australia",145.1237889,-37.7196403
522,4032,"Chermside West QLD 4032, Australia",153.023588,-27.3847107
523,3478,"Warrenmang VIC 3478, Australia",143.2827118,-37.0021242
524,3187,"Brighton East VIC 3187, Australia",145.0190242,-37.9179439
525,5062,"Springfield SA 5062, Australia",138.6338758,-34.9818924
526,2753,"Hobartville NSW 2753, Australia",150.6981989,-33.6149421
527,2228,"Miranda NSW 2228, Australia",151.1024569,-34.03825
528,5260,"Tailem Bend SA 5260, Australia",139.5076392,-35.3064118
529,4517,"Beerburrum QLD 4517, Australia",153.0265315,-26.953469
530,5064,"Urrbrae SA 5064, Australia",138.6439004,-34.9585672
531,5032,"Lockleys SA 5032, Australia",138.5437358,-34.9262534
532,2628,"Byadbo Wilderness NSW 2628, Australia",148.7831534,-36.5490119
533,3193,"Black Rock VIC 3193, Australia",145.0328017,-37.9809272
534,2760,"Colyton NSW 2760, Australia",150.7737333,-33.7520107
535,2338,"Sandy Creek NSW 2338, Australia",151.0005643,-31.7295314
536,3128,"Box Hill South VIC 3128, Australia",145.1210303,-37.8333543
537,3377,"Eversley VIC 3377, Australia",142.9170407,-37.2971613
538,5061,"Unley SA 5061, Australia",138.6063175,-34.9544679
539,2260,"North Avoca NSW 2260, Australia",151.4377107,-33.4287117
540,3131,"Forest Hill VIC 3131, Australia",145.1762197,-37.8239091
541,3266,"Elingamite VIC 3266, Australia",143.1534436,-38.3948462
542,3854,"Glengarry VIC 3854, Australia",146.5840737,-38.1223546
543,3977,"Junction Village VIC 3977, Australia",145.2811778,-38.1347885
544,2773,"Glenbrook NSW 2773, Australia",150.6227031,-33.7639036
545,2757,"Kurmond NSW 2757, Australia",150.7011034,-33.5517656
546,4880,"Arriga QLD 4880, Australia",145.3585972,-16.9941129
547,4701,"Kawana QLD 4701, Australia",150.5501151,-23.3500536
548,3170,"Mulgrave VIC 3170, Australia",145.1762197,-37.9267579
549,3169,"Clayton South VIC 3169, Australia",145.1210303,-37.9454838
550,4123,"Rochedale QLD 4123, Australia",153.1207447,-27.5812621
551,4210,"Wongawallan QLD 4210, Australia",153.2805288,-27.9336003
552,6154,"Myaree WA 6154, Australia",115.8255575,-32.0397876
553,812,"Australia 812, Solidaridad, Voluntad y Trabajo, 89317 Tampico, Tamps., Mexico",-97.8528869,22.3118417
554,4503,"Murrumba Downs QLD 4503, Australia",152.9926352,-27.2508424
555,5063,"Eastwood SA 5063, Australia",138.6213476,-34.9515307
556,7216,"Goulds Country TAS 7216, Australia",148.1277503,-41.2708866
557,3763,"Kinglake VIC 3763, Australia",145.3696628,-37.5087273
558,2776,"Faulconbridge NSW 2776, Australia",150.5501477,-33.6863276
559,2150,"Harris Park NSW 2150, Australia",151.0092954,-33.8151823
560,2440,"New South Wales 2440, Australia",152.5443612,-30.9630729
561,7053,"Taroona TAS 7053, Australia",147.3427927,-42.9517774
562,2829,"New South Wales 2829, Australia",148.4629997,-30.7820705
563,2352,"Limbri NSW 2352, Australia",151.1636244,-31.0794521
564,4807,"Mcdesme QLD 4807, Australia",147.1464245,-19.9200364
565,2199,"Yagoona NSW 2199, Australia",151.0209375,-33.9050378
566,7005,"Sandy Bay TAS 7005, Australia",147.3433798,-42.9148213
567,2335,"North Rothbury NSW 2335, Australia",151.3501856,-32.6270649
568,3106,"Templestowe VIC 3106, Australia",145.1486206,-37.7537669
569,5019,"Semaphore Park SA 5019, Australia",138.4812248,-34.8476837
570,2525,"Figtree NSW 2525, Australia",150.8434913,-34.4319396
571,2758,"Kurrajong Heights NSW 2758, Australia",150.535641,-33.5114239
572,6054,"Ashfield WA 6054, Australia",115.9408868,-31.9007183
573,3551,"Myrtle Creek VIC 3551, Australia",144.4779988,-36.8021738
574,3135,"Heathmont VIC 3135, Australia",145.2535448,-37.8218486
575,3930,"Mount Eliza VIC 3930, Australia",145.0879338,-38.1952209
576,2131,"Ashfield NSW 2131, Australia",151.125756,-33.8909735
577,2138,"Rhodes NSW 2138, Australia",151.0908086,-33.8462611
578,2454,"Brierfield NSW 2454, Australia",152.8735247,-30.4855002
579,2285,"Cardiff Heights NSW 2285, Australia",151.6187438,-32.9110348
580,4020,"Scarborough QLD 4020, Australia",153.1060212,-27.2171518
581,6031,"Banksia Grove WA 6031, Australia",115.7693535,-31.6884631
582,2321,"Glen William NSW 2321, Australia",151.4435474,-32.6916544
583,3076,"Epping VIC 3076, Australia",145.016269,-37.6341341
584,3608,"Goulburn Weir VIC 3608, Australia",145.1155133,-36.7719697
585,5068,"Kensington SA 5068, Australia",138.6564337,-34.9202316
586,2529,"Shell Cove NSW 2529, Australia",150.8551207,-34.5971935
587,2154,"Castle Hill NSW 2154, Australia",150.9947439,-33.7270691
588,3201,"Carrum Downs VIC 3201, Australia",145.1706992,-38.0975353
589,4714,"Mount Morgan QLD 4714, Australia",150.3965401,-23.6436045
590,2540,"New South Wales 2540, Australia",150.5976674,-35.1516626
591,5152,"Crafers West SA 5152, Australia",138.7091042,-34.9900747
592,4514,"Neurum QLD 4514, Australia",152.7779946,-26.9550035
593,3918,"Bittern VIC 3918, Australia",145.165179,-38.3329437
594,2701,"Rannock NSW 2701, Australia",147.2366964,-34.6770935
595,6149,"Leeming WA 6149, Australia",115.8580914,-32.0671284
596,2122,"4 Corunna Rd, Eastwood NSW 2122, Australia",151.0939569,-33.7836737
597,3174,"Noble Park North VIC 3174, Australia",145.1762197,-37.9641212
598,2847,"Portland NSW 2847, Australia",149.9681453,-33.3520881
599,3434,"Cherokee VIC 3434, Australia",144.7192376,-37.3550485
600,3103,"Balwyn VIC 3103, Australia",145.0769045,-37.8090918
601,2334,"Greta NSW 2334, Australia",151.38519,-32.6875639
602,7173,"Carlton TAS 7173, Australia",147.6846018,-42.8403868
603,3125,"Burwood VIC 3125, Australia",145.1099967,-37.8483275
604,7322,"Somerset TAS 7322, Australia",145.7875622,-41.0574425
605,3133,"Vermont VIC 3133, Australia",145.1983055,-37.8500602
606,4112,"Kuraby QLD 4112, Australia",153.0942431,-27.605579
607,6017,"Herdsman WA 6017, Australia",115.8107681,-31.9078253
608,5214,"Goolwa SA 5214, Australia",138.8397403,-35.4919667
609,4223,"Currumbin Waters QLD 4223, Australia",153.4341362,-28.1700418
610,3783,"Gembrook VIC 3783, Australia",145.6023644,-37.9524044
611,7000,"North Hobart TAS 7000, Australia",147.3100401,-42.8744692
612,4515,"Glenfern QLD 4515, Australia",152.4973826,-26.789344
613,2265,"Cooranbong NSW 2265, Australia",151.4435474,-33.0641471
614,4566,"Noosaville QLD 4566, Australia",153.0505806,-26.4134913
615,6035,"Yanchep WA 6035, Australia",115.7338502,-31.536528
616,6024,"Greenwood WA 6024, Australia",115.8107681,-31.8335417
617,3915,"Hastings VIC 3915, Australia",145.1265477,-38.3059216
618,3400,"Horsham VIC 3400, Australia",142.1806128,-36.7204107
619,2502,"Warrawong NSW 2502, Australia",150.8754745,-34.4884509
620,3102,"Kew East VIC 3102, Australia",145.0548502,-37.7922797
621,6061,"Nollamara WA 6061, Australia",115.8462613,-31.8682916
622,2517,"Russell Vale NSW 2517, Australia",150.9016476,-34.3454996
623,3186,"Brighton VIC 3186, Australia",144.9997396,-37.9044002
624,2774,"Blaxland NSW 2774, Australia",150.6168974,-33.7266709
625,2464,"Yuraygir NSW 2464, Australia",153.332874,-29.4843022
626,3190,"Highett VIC 3190, Australia",145.0410692,-37.9487497
627,2462,"Ulmarra NSW 2462, Australia",153.1325243,-29.7093022
628,3018,"Altona VIC 3018, Australia",144.8126334,-37.859343
629,4205,"Bethania QLD 4205, Australia",153.1590306,-27.6895821
630,4555,"Palmwoods QLD 4555, Australia",152.9559142,-26.6934868
631,2546,"Cuttagee NSW 2546, Australia",149.9797036,-36.2586281
632,4118,"Hillcrest QLD 4118, Australia",153.0500809,-27.6749806
633,4340,"Rosevale QLD 4340, Australia",152.4973826,-27.7418746
634,3034,"Avondale Heights VIC 3034, Australia",144.8648709,-37.7628247
635,4858,"Mourilyan QLD 4858, Australia",146.0702738,-17.5833191
636,5167,"Port Noarlunga South SA 5167, Australia",138.4737282,-35.1530214
637,3172,"Springvale South VIC 3172, Australia",145.1320653,-37.9772192
638,5095,"Mawson Lakes SA 5095, Australia",138.613832,-34.8178472
639,4387,"Bybera QLD 4387, Australia",151.0800137,-28.4158556
640,2299,"Lambton NSW 2299, Australia",151.7034879,-32.9085765
641,2835,"New South Wales 2835, Australia",145.1375834,-31.6862716
642,4300,"Carole Park QLD 4300, Australia",152.908824,-27.6453606
643,5045,"Glenelg South SA 5045, Australia",138.5162223,-34.9765911
644,4170,"Cannon Hill QLD 4170, Australia",153.0750052,-27.4620175
645,2214,"Milperra NSW 2214, Australia",150.9801939,-33.9405364
646,3024,"Wyndham Vale VIC 3024, Australia",144.5875645,-37.8706337
647,3059,"Greenvale VIC 3059, Australia",144.8841246,-37.6454887
648,3757,"Kinglake Central VIC 3757, Australia",145.1596592,-37.4666309
649,2120,"Pennant Hills NSW 2120, Australia",151.0762495,-33.7274311
650,2204,"Marrickville NSW 2204, Australia",151.1548847,-33.9086291
651,2566,"St Andrews NSW 2566, Australia",150.8493059,-34.0317453
652,2850,"New South Wales 2850, Australia",149.5642369,-32.5593561
653,3305,"Portland West VIC 3305, Australia",141.4706543,-38.290126
654,3805,"Narre Warren VIC 3805, Australia",145.3032906,-38.0302499
655,3107,"Templestowe Lower VIC 3107, Australia",145.1099967,-37.7641408
656,3467,"Avoca VIC 3467, Australia",143.4554195,-37.0638618
657,3936,"Dromana VIC 3936, Australia",144.9942305,-38.3352183
658,2622,"New South Wales 2622, Australia",149.7487272,-35.52059
659,2210,"Lugarno NSW 2210, Australia",151.0529578,-33.9566557
660,5007,"Brompton SA 5007, Australia",138.571263,-34.9033293
661,5096,"Para Hills West SA 5096, Australia",138.6539268,-34.8068805
662,4879,"Ellis Beach QLD 4879, Australia",145.6717627,-16.7705777
663,2477,"Rous Mill NSW 2477, Australia",153.4154233,-28.9094612
664,4016,"4016 Australia Way W, Clearwater, FL 33763, USA",-82.7397537,27.9969759
665,2161,"Old Guildford NSW 2161, Australia",150.9831038,-33.8570185
666,7004,"South Hobart TAS 7004, Australia",147.2829703,-42.8954918
667,5052,"Glenalta SA 5052, Australia",138.6439004,-35.004348
668,2101,"Narrabeen NSW 2101, Australia",151.2685382,-33.6891976
669,3324,"Mount Bute VIC 3324, Australia",143.3474304,-37.8964298
670,6030,"Ridgewood WA 6030, Australia",115.7220148,-31.6986683
671,3207,"Port Melbourne VIC 3207, Australia",144.9226452,-37.8315264
672,2219,"Sans Souci NSW 2219, Australia",151.1315813,-33.9946489
673,5090,"Hope Valley SA 5090, Australia",138.6965591,-34.8450957
674,3660,"Whiteheads Creek VIC 3660, Australia",145.2480193,-37.0435482
675,6005,"West Perth WA 6005, Australia",115.8373885,-31.9577214
676,4035,"Albany Creek QLD 4035, Australia",152.9794406,-27.3565346
677,7190,"Orford TAS 7190, Australia",147.8670095,-42.4174663
678,3677,"Wangaratta VIC 3677, Australia",146.3264849,-36.3742363
679,5066,"Stonyfell SA 5066, Australia",138.663955,-34.9485341
680,2104,"Bayview NSW 2104, Australia",151.2889461,-33.6610245
681,5081,"Medindie SA 5081, Australia",138.6163371,-34.8899195
682,4344,"Stockyard QLD 4344, Australia",152.1238169,-27.5496811
683,6007,"West Leederville WA 6007, Australia",115.8373885,-31.9365146
684,3152,"Wantirna VIC 3152, Australia",145.220397,-37.8668518
685,4303,"New Chum QLD 4303, Australia",152.8441133,-27.5938311
686,6173,"Secret Harbour WA 6173, Australia",115.7634366,-32.4051251
687,3101,"Kew VIC 3101, Australia",145.0328017,-37.803516
688,6157,"Bicton WA 6157, Australia",115.7841452,-32.0381954
689,5044,"Glengowrie SA 5044, Australia",138.5262256,-34.9944627
690,4506,"Morayfield QLD 4506, Australia",152.9264759,-27.133839
691,2141,"Lidcombe NSW 2141, Australia",151.0413133,-33.8719405
692,6153,"Brentwood WA 6153, Australia",115.8433037,-32.0253285
693,2488,"Bogangar NSW 2488, Australia",153.5393031,-28.3352184
694,2223,"Oatley NSW 2223, Australia",151.0762495,-33.9830462
695,4012,"Wavell Heights QLD 4012, Australia",153.0479657,-27.3930139
696,5168,"Noarlunga Centre SA 5168, Australia",138.5012206,-35.1621961
697,7256,"Yarra Creek TAS 7256, Australia",143.9370758,-39.8753477
698,4013,"Northgate QLD 4013, Australia",153.0706888,-27.3944936
699,5171,"Tatachilla SA 5171, Australia",138.5387323,-35.2029084
700,5266,"Deepwater SA 5266, Australia",139.9366899,-36.0477628
701,3910,"Langwarrin VIC 3910, Australia",145.1927835,-38.1608986
702,2463,"Woodford Island NSW 2463, Australia",153.2739287,-29.6112567
703,4174,"Hemmant QLD 4174, Australia",153.1295793,-27.4447063
704,2430,"Possum Brush NSW 2430, Australia",152.4973826,-31.9225132
705,4311,"Coominya QLD 4311, Australia",152.4269361,-27.4025873
706,2205,"Arncliffe NSW 2205, Australia",151.1490585,-33.9378099
707,2875,"Fifield NSW 2875, Australia",147.5532762,-32.9751777
708,2535,"Jaspers Brush NSW 2535, Australia",150.6981989,-34.7533953
709,4343,"College View QLD 4343, Australia",152.2799511,-27.5635723
710,2421,"Fishers Hill NSW 2421, Australia",151.5369624,-32.5902258
711,4272,"Tamborine Mountain QLD 4272, Australia",153.1973233,-27.9496437
712,6158,"East Fremantle WA 6158, Australia",115.7663951,-32.0367504
713,3555,"Big Hill VIC 3555, Australia",144.2483931,-36.808032
714,5024,"Fulham Gardens SA 5024, Australia",138.5137217,-34.9229531
715,6429,"Western Australia 6429, Australia",120.5279096,-30.9666494
716,4307,"Radford QLD 4307, Australia",152.6148504,-27.8318494
717,4066,"Toowong QLD 4066, Australia",152.9917027,-27.4756536
718,4075,"Oxley QLD 4075, Australia",152.9823847,-27.5443032
719,3928,"Main Ridge VIC 3928, Australia",144.9721978,-38.4018779
720,2132,"Croydon NSW 2132, Australia",151.114106,-33.8828873
721,3019,"Braybrook VIC 3019, Australia",144.8566207,-37.7903679
722,6110,"Gosnells WA 6110, Australia",116.0295671,-32.0772258
723,5023,"Seaton SA 5023, Australia",138.5137217,-34.8954981
724,4519,"Crohamhurst QLD 4519, Australia",152.8970569,-26.8507005
725,4127,"Daisy Hill QLD 4127, Australia",153.1443045,-27.629563
726,5074,"Campbelltown SA 5074, Australia",138.6714773,-34.8806117
727,2778,"Linden NSW 2778, Australia",150.4805286,-33.7344756
728,3352,"Blowhard VIC 3352, Australia",143.8671868,-37.7122033
729,4660,"South Isis QLD 4660, Australia",152.3095833,-25.1854347
730,6014,"Jolimont WA 6014, Australia",115.8018941,-31.9389216
731,6081,"Parkerville WA 6081, Australia",116.1477598,-31.8606768
732,2206,"Clemton Park NSW 2206, Australia",151.125756,-33.9267511
733,3638,"Kotupna VIC 3638, Australia",145.2038278,-36.0388917
734,3161,"Caulfield North VIC 3161, Australia",145.0190242,-37.8712631
735,2116,"Rydalmere NSW 2116, Australia",151.0384023,-33.8124093
736,3323,"Duverney VIC 3323, Australia",143.4986586,-38.0061194
737,4006,"Herston QLD 4006, Australia",153.0345152,-27.4500534
738,2537,"Kiora NSW 2537, Australia",149.9334764,-35.8894726
739,3531,"Boigbeat VIC 3531, Australia",142.9170407,-35.6512854
740,3206,"Middle Park VIC 3206, Australia",144.9584302,-37.8460268
741,2267,"Wangi Wangi NSW 2267, Australia",151.5749274,-33.0683359
742,3052,"Parkville VIC 3052, Australia",144.9474178,-37.7862363
743,3147,"Ashwood VIC 3147, Australia",145.0906914,-37.8675054
744,2473,"Evans Head NSW 2473, Australia",153.4213208,-29.1102761
745,3284,"Orford VIC 3284, Australia",142.2007574,-38.3689713
746,3124,"Camberwell VIC 3124, Australia",145.0658766,-37.8334095
747,3070,"Northcote VIC 3070, Australia",144.9997396,-37.7736132
748,5025,"Kidman Park SA 5025, Australia",138.5362308,-34.9117
749,4507,"Bongaree QLD 4507, Australia",153.1325243,-26.9861003
750,3289,"Gazette VIC 3289, Australia",142.318772,-37.8854097
751,3163,"Carnegie VIC 3163, Australia",145.0548502,-37.8950779
752,3054,"Princes Hill VIC 3054, Australia",144.9694441,-37.7843702
753,4671,"Booyal QLD 4671, Australia",151.9554405,-24.9910749
754,5010,"Angle Park SA 5010, Australia",138.5637543,-34.8612941
755,5013,"Wingfield SA 5013, Australia",138.5437358,-34.8438433
756,6056,"Bellevue WA 6056, Australia",116.0532101,-31.8602523
757,2198,"Georges Hall NSW 2198, Australia",150.9831038,-33.9183098
758,2480,"Rosebank NSW 2480, Australia",153.250355,-28.7665066
759,2578,"Bundanoon NSW 2578, Australia",150.2921468,-34.6559402
760,2666,"Springdale NSW 2666, Australia",147.5532762,-34.4152092
761,2355,"Retreat NSW 2355, Australia",151.0937206,-30.7474594
762,3451,"Guildford VIC 3451, Australia",144.1938221,-37.0991896
763,2845,"Wallerawang NSW 2845, Australia",150.0606392,-33.4174224
764,4859,"No 6 Branch QLD 4859, Australia",145.9955686,-17.5972126
765,4124,"Greenbank QLD 4124, Australia",152.946986,-27.7420185
766,4133,"Chambers Flat QLD 4133, Australia",153.1030766,-27.7240022
767,4213,"Austinville QLD 4213, Australia",153.3347271,-28.142191
768,2190,"Greenacre NSW 2190, Australia",151.0529578,-33.90558
769,2869,"Peak Hill NSW 2869, Australia",148.0982046,-32.6462279
770,3074,"Thomastown VIC 3074, Australia",145.0107588,-37.6837819
771,2307,"Shortland NSW 2307, Australia",151.6917966,-32.879801
772,3123,"Hawthorn East VIC 3123, Australia",145.0520938,-37.8310813
773,4113,"Runcorn QLD 4113, Australia",153.0795213,-27.5889518
774,3384,"Landsborough VIC 3384, Australia",143.0888943,-36.9882754
775,4116,"Stretton QLD 4116, Australia",153.0499871,-27.6238851
776,4575,"Bokarina QLD 4575, Australia",153.1300249,-26.7230355
777,2824,"New South Wales 2824, Australia",147.825395,-31.3469752
778,3414,"Antwerp VIC 3414, Australia",142.0639245,-36.314886
779,2849,"Olinda NSW 2849, Australia",150.1184797,-32.7056049
780,5008,"Croydon SA 5008, Australia",138.5637543,-34.8887724
781,3775,"Yarra Glen VIC 3775, Australia",145.3807298,-37.6158673
782,3723,"Victoria 3723, Australia",146.2929381,-37.2909944
783,2621,"Rossi NSW 2621, Australia",149.4490642,-35.4176011
784,5033,"West Richmond SA 5033, Australia",138.5612516,-34.9403794
785,2443,"Lakewood NSW 2443, Australia",152.7088752,-31.7402243
786,4613,"Okeden QLD 4613, Australia",151.6024678,-26.1648642
787,4156,"MacKenzie QLD 4156, Australia",153.1630145,-27.5589679
788,4163,"Cleveland QLD 4163, Australia",153.2667742,-27.5334347
789,5072,"Magill SA 5072, Australia",138.7040858,-34.9101042
